formatted_name,name,packing_quantity,loose_quantity,fc_id,uuid,distributor_name,order_id,distributor_id,drug_variation_id,medlife_product_id,order_date,mrp,product_code
Gabantin Forte 300 mg (strip of 10 tablets),Gabantin Forte,10,20,1,6078f28a8aff407a8a52fbe4da109faa,MEHUL AGENCIES,162182,856885,65001,GABANTN07A,2021-01-12 11:28:18+00,18.9000,138276
Glimy M 2 mg (strip of 15 tablets),Glimy M,15,75,1,60a97fe771c349e9b64f0ad0595c8b13,MEHUL AGENCIES,162182,856885,65239,GLIMYTN08A,2021-01-12 11:28:18+00,11.9900,113026
Glucored (strip of 10 tablets),Glucored ,10.0,20,1,e865e7c1099441e6acd9e8ea1abdde2d,MEHUL AGENCIES,162182,856885,65375,GLUCOTN65A,2021-01-12 11:28:18+00,3.9400,138187
Glycomet Trio 1 / 0.2 mg (strip of 10 tablets),Glycomet Trio,10,60,1,4b6f55369451496da36554956e8951e2,MEHUL AGENCIES,162182,856885,66277,GLYCOTS03A,2021-01-12 11:28:18+00,14.1500,GLYCOMET TRIO 1MG TAB
Hairbless (strip of 10 tablets),Hairbless ,10.0,10,1,b026b4e7ea2f4cc0b49e4f0355732bd9,MEHUL AGENCIES,162182,856885,66365,HAIRBTN01A,2021-01-12 11:28:18+00,19.9000,133362
Nefrozon (strip of 10 tablets),Nefrozon,10,20,1,74ba17f5de174e60abad4af29d88dd0d,MEHUL AGENCIES,162182,856885,66639,NEFROTN03A,2021-01-12 11:28:18+00,9.9000,116342
Nexpro L 40 mg (strip of 10 capsules),Nexpro L,10,10,1,5244ab6d9da24d5a91d04ec60c7ad046,MEHUL AGENCIES,162182,856885,66833,NEXPRCN02A,2021-01-12 11:28:18+00,26.0100,119377
Clopitorva 10 mg (strip of 10 capsules),Clopitorva,10,60,1,57e6fd73c0d24dff9ed624c4acd4f13d,MEHUL AGENCIES,162182,856885,67026,CLOPICN12A,2021-01-12 11:28:18+00,19.7300,106602
Diapride M 1 mg (strip of 15 tablets),Diapride M,15,450,1,318fd0fa6a2f46fc90cf41ef0316f678,MEHUL AGENCIES,162182,856885,67601,DIAPRTS01A,2021-01-12 11:28:18+00,7.0667,101828
Lulifin 10 gm cream,Lulifin,10 g,1,1,1f4740ebee974241b43bfb47ceb91a0e,MEHUL AGENCIES,162182,856885,68405,LULIFCN01A,2021-01-12 11:28:18+00,159.9000,107072
Koflet 100 ml syrup,Koflet,1,2,1,906e3d6857e34b91907b8c46613de4d8,MEHUL AGENCIES,162182,856885,68647,KOFLESN01A,2021-01-12 11:28:18+00,75.0000,141173
Susten SR 200 mg (strip of 10 tablets),Susten SR,10,50,1,6f5f4560c458471f8f8980a80fb06dea,MEHUL AGENCIES,162182,856885,70037,SUSTETN01A,2021-01-12 11:28:18+00,39.5000,138160
Tazloc Beta 50 mg (strip of 10 tablets),Tazloc Beta,10,30,1,882426957eb74ed1bf9632c31b9e20cc,MEHUL AGENCIES,162182,856885,70203,TAZLOTN07A,2021-01-12 11:28:18+00,15.7750,104113
Maxoza L Powder (box of 1 sachet),Maxoza L Powder,1,11,1,9a1258ed213a4c97903e63cbdafc0b05,MEHUL AGENCIES,162182,856885,70724,MAXOZSN01A,2021-01-12 11:28:18+00,54.0000,138518
Torcilin 10 mg (strip of 10 tablets),Torcilin,10.0,10,1,45d51f3f11bd48f0bc2caffc192e809c,MEHUL AGENCIES,162182,856885,70827,TORCITN01A,2021-01-12 11:28:18+00,9.1450,109033
Trfy 15 gm cream,Trfy,15 g,1,1,074125a5de4d4d60981810457bd5ca4f,MEHUL AGENCIES,162182,856885,70955,TRFYZCN01A,2021-01-12 11:28:18+00,139.0000,144123
Montewok Lc Tab (strip of 10 tablets),Montewok Lc Tab,10,10,1,a2313dc31e894ee49b67303563a48934,MEHUL AGENCIES,162182,856885,71076,MONTETS32A,2021-01-12 11:28:18+00,16.4080,tempcode-11-1-2021_7
Nervijen P (strip of 10 capsules),Nervijen P,10,10,1,1a9f3857ddc844fda1cc68d1b007f2b2,MEHUL AGENCIES,162182,856885,71581,NERVICN09A,2021-01-12 11:28:18+00,20.4000,135101
Rozucor F 10 mg (strip of 10 tablets),Rozucor F,10.0,10,1,c11f8623a3774b358d5c7c1aeedc7f08,MEHUL AGENCIES,162182,856885,71757,ROZUCTN06A,2021-01-12 11:28:18+00,17.4650,119461
Surbex Gold (strip of 10 capsules),Surbex Gold,10.0,30,1,caec592fe3544ec98e6fc78bf0130c58,MEHUL AGENCIES,162182,856885,72565,SURBECS01A,2021-01-12 11:28:18+00,13.6090,102186
Testoviron Depot 250 mg powdered for injection,Testoviron Depot,1 ml,1,1,3898d952b81d48ce812b0c63883db702,MEHUL AGENCIES,162182,856885,74868,TESTOIN05A,2021-01-12 11:28:18+00,342.7000,106234
Velgut Cap (strip of 10 capsules),Velgut Cap,10,30,1,91251a0c41834b8b9f349aedd68a6ea9,MEHUL AGENCIES,162182,856885,75492,VELGUCN01A,2021-01-12 11:28:18+00,14.6410,tempcode-11-1-2021_18
Ocid DSR 20 mg (strip of 10 capsules),Ocid DSR,10,10,1,3b9f456f9fa24e68b3b1382c37047d75,MEHUL AGENCIES,162182,856885,75520,OCIDDCN02A,2021-01-12 11:28:18+00,13.2800,106175
Vibrania (strip of 10 capsules),Vibrania,10,30,1,91344f05bef7465191b7644b3101cd25,MEHUL AGENCIES,162182,856885,75592,VIBRACS01A,2021-01-12 11:28:18+00,21.0500,104781
Zilos H (strip of 10 tablets),Zilos H,10,20,1,f503ff3279364b719eb1db08dbad4d02,MEHUL AGENCIES,162182,856885,76982,ZILOSTN04A,2021-01-12 11:28:18+00,5.0450,112890
Neurotrat Lm (strip of 10 tablets),Neurotrat Lm ,10.0,50,1,8779ec8556264704982d284144015670,MEHUL AGENCIES,162182,856885,76997,NEUROTN75A,2021-01-12 11:28:18+00,11.5470,106605
Droxyl 500 mg (strip of 10 tablets),Droxyl,10.0,10,1,535bde0dd1474fdab13689708110d8c7,MEHUL AGENCIES,162182,856885,77837,DROXYTN09A,2021-01-12 11:28:18+00,4.4150,119295
Tazloc Ct 40/6.25mg (strip of 10 tablets),Tazloc Ct,10,50,1,a1fbf47561b54f9783223c567b5767e3,MEHUL AGENCIES,162182,856885,78249,TAZLOTN09A,2021-01-12 11:28:18+00,10.8500,104481
Formoflo Transcaps 250 mcg (strip of 30 capsules),Formoflo Transcaps,30,30,1,05a3ab27e1404c8c8fe2ff3a93ed12d5,MEHUL AGENCIES,162182,856885,79329,FORMOTB01A,2021-01-12 11:28:18+00,12.9333,105108
Glimestar 2 mg (strip of 10 tablets),Glimestar,10,80,1,304af907347f4c29a763942482e8ac3e,MEHUL AGENCIES,162182,856885,79407,GLIMETN14A,2021-01-12 11:28:18+00,3.3410,116306
Glynase 5 mg (strip of 10 tablets),Glynase,10,30,1,1a5d2ccac44d400cbb8d65300f042467,MEHUL AGENCIES,162182,856885,79574,GLYNATN02A,2021-01-12 11:28:18+00,0.7380,104105
Ionax T Scalp 60 ml solution,Ionax T Scalp,1,5,1,c34ab14d407b427da97e9767be483d6f,MEHUL AGENCIES,162182,856885,80154,IONAXSN01A,2021-01-12 11:28:18+00,280.0000,136112
Mahacef Plus 200 mg (strip of 10 tablets),Mahacef Plus,10,10,1,0bd2d44de29f4c0e9467f6ac09e02088,MEHUL AGENCIES,162182,856885,81120,MAHACTN11A,2021-01-12 11:28:18+00,14.8500,116157
Asthalin 100 ml syrup,Asthalin,1,1,1,b4b651b12e0846a28499a73f6223918b,MEHUL AGENCIES,162182,856885,82377,ASTHASN16A,2021-01-12 11:28:18+00,16.8000,131625
Pramipex 0.5 mg (strip of 10 tablets),Pramipex,10,30,1,e7ac9c5e0e614972bcc57274583f2ac5,MEHUL AGENCIES,162182,856885,82484,PRAMITN06A,2021-01-12 11:28:18+00,13.9000,138467
Roseday F 5 mg (strip of 10 tablets),Roseday F,10,30,1,f79d4dcc8a244c63896ba83459c37818,MEHUL AGENCIES,162182,856885,82990,ROSEDTN07A,2021-01-12 11:28:18+00,16.4500,104782
Acne Aid Wash 60gm / 30ml,Acne Aid Wash,30 ml,2,1,4732b49c7d83426bb9cf865824ad09da,MEHUL AGENCIES,162182,856885,83371,ACNEACT01A,2021-01-12 11:28:18+00,231.5000,139103
Telsar Beta 25 mg (strip of 10 tablets),Telsar Beta,10,10,1,73e1727b0f344104ac30f225a32c00f0,MEHUL AGENCIES,162182,856885,84411,TELSATN07A,2021-01-12 11:28:18+00,15.6950,121069
Tusq Dx Sugar Free 100 ml syrup,Tusq Dx Sugar Free,1.0,1,1,973a6a12c93a41948d251280a9b96552,MEHUL AGENCIES,162182,856885,84891,TUSQDSN02A,2021-01-12 11:28:18+00,80.0000,145197
Amlopres 5 mg (strip of 15 tablets),Amlopres,15.0,405,1,12b79327fa0440a999fd41566f7c07ef,MEHUL AGENCIES,162182,856885,85902,AMLOPTN17A,2021-01-12 11:28:18+00,2.8560,25th Nov 03
Amlopin M 25 mg (strip of 10 tablets),Amlopin M,10,10,1,4589d68fa9694e428c9aa207e52f9378,MEHUL AGENCIES,162182,856885,86728,AMLOPTS01A,2021-01-12 11:28:18+00,8.6000,104066
Folitrax 25 mg (strip of 4 tablets),Folitrax,4,8,1,5e878fb787a440929ec67d2bf6bc02ac,MEHUL AGENCIES,162182,856885,87102,FOLITTN09A,2021-01-12 11:28:18+00,57.7250,133110
Cipcal 250 mg (strip of 30 tablets),Cipcal,30,120,1,dfbc906162a042ddabaa6646127d734d,MEHUL AGENCIES,162182,856885,87687,CIPCATN01A,2021-01-12 11:28:18+00,2.4333,tempcode-11-1-2021_2
Cardace Am 5 mg (strip of 10 tablets),Cardace Am,10,30,1,b26a5f4b03cc4da8a96ae354021b8391,MEHUL AGENCIES,162182,856885,88091,CARDATN12A,2021-01-12 11:28:18+00,17.8540,108460
Nexpro Fast 20 mg (strip of 10 tablets),Nexpro Fast,10,90,1,dc69bb27ec6f4a319537415662f74ca7,MEHUL AGENCIES,162182,856885,88129,NEXPRTN06A,2021-01-12 11:28:18+00,8.6250,119203
UroBag Romo - 30 (Urine Bag) 2000ml,UroBag Romo - 30 (Urine Bag),1,1,1,0e4abf84430c4619a87f21a115ba265d,MEHUL AGENCIES,162182,856885,88313,ROMO1UP01A,2021-01-12 11:28:18+00,302.0000,tempcode-11-1-2021_21
Maxgalin 75 mg (strip of 10 capsules),Maxgalin,10,130,1,de5fec89e22d47828677cd19c78139e8,MEHUL AGENCIES,162182,856885,88390,MAXGACN03A,2021-01-12 11:28:18+00,16.2000,143180
Bactrim DS (strip of 10 tablets),Bactrim DS,10,20,1,49433155880d43898f19c8cc6ffe7a1f,MEHUL AGENCIES,162182,856885,88496,BACTRTN02A,2021-01-12 11:28:18+00,2.2580,111390
Teczine M 10 mg (strip of 10 tablets),Teczine M,10,10,1,358a9a4fea754879b0c10436b08a4c85,MEHUL AGENCIES,162182,856885,89088,TECZITN04A,2021-01-12 11:28:18+00,12.7000,107888
Tetmosol 100 gm (box of 1 soap),Tetmosol,1,1,1,852c0c25993745b3811906880c9c90a4,MEHUL AGENCIES,162182,856885,89112,TETMOSN02A,2021-01-12 11:28:18+00,80.8000,111835
Everan 50 mg (strip of 10 tablets),Everan,10,30,1,1e6399e18cc847629e374a80516e42b5,MEHUL AGENCIES,162182,856885,89308,EVERATS01A,2021-01-12 11:28:18+00,2.0000,Mar 18th Ord 588
Lupifit (strip of 10 capsules),Lupifit,10,30,1,9937c19c35ae4c21b8bcc17a69df5eb1,MEHUL AGENCIES,162182,856885,89397,LUPIFCN01A,2021-01-12 11:28:18+00,12.9000,105683
Vomikind Fast 4mg (strip of 1 strip),Vomikind Fast,1,2,1,88ff525cee784d3db2334a0db570f09b,MEHUL AGENCIES,162182,856885,89400,VOMIKDS03A,2021-01-12 11:28:18+00,12.6300,116539
Gluconorm G Forte 3 mg (strip of 15 tablets),Gluconorm G Forte,15,15,1,496037883df844eaa4c15c5bab7c1041,MEHUL AGENCIES,162182,856885,89541,GLUCOTN45A,2021-01-12 11:28:18+00,13.6633,105604
Kare In Adult Diaper Pants(Pull Up) Large (pack of 10),Kare In Adult Diaper Pants(Pull Up),10,30,1,3f51b786526f4eddb27f7ebf6aa0f58c,MEHUL AGENCIES,162182,856885,89692,ADULTDP03A,2021-01-12 11:28:18+00,60.0000,tempcode-11-1-2021_16
Acnedap 15 gm (box of 1 gel),Acnedap,1,1,1,535e669a77d74614b7f3dee8f026054a,MEHUL AGENCIES,162182,856885,89961,ACNEDGN01A,2021-01-12 11:28:18+00,362.0300,131913
Rosuvas F 5 mg (strip of 15 tablets),Rosuvas F,15,15,1,8da9219abc71435b849a1b2aa89e2076,MEHUL AGENCIES,162182,856885,90323,ROSUVTN16A,2021-01-12 11:28:18+00,13.8667,120482
Pantodac 40 mg (strip of 15 tablets),Pantodac,15,180,1,85019eeaf9ea491f9c78d629d95b7b35,MEHUL AGENCIES,162182,856885,90350,PANTOTN22A,2021-01-12 11:28:18+00,12.0193,2nd Jan 03
Gemcal Mom (bottle of 30 tablets),Gemcal Mom,30,60,1,786245726ee743f2ba1d653557608569,MEHUL AGENCIES,162182,856885,90359,GEMCATS02A,2021-01-12 11:28:18+00,9.2333,132238
Serta 25 mg (strip of 15 tablets),Serta,15,15,1,37f5409256b2450e872e38266434f863,MEHUL AGENCIES,162182,856885,90519,SERTATN02A,2021-01-12 11:28:18+00,5.5233,121258
Roseday A 10 mg (strip of 10 capsules),Roseday A,10,50,1,166d248af72841ffb2b197b31b7636f9,MEHUL AGENCIES,162182,856885,90583,ROSEDCN01A,2021-01-12 11:28:18+00,7.1800,104152
Eritel 40 mg (strip of 15 tablets),Eritel,15,45,1,1cdb4510f7ef4d4c95135108e558db64,MEHUL AGENCIES,162182,856885,91473,ERITETS04A,2021-01-12 11:28:18+00,7.3573,117111
Paternia XT (strip of 10 tablets),Paternia XT,10,10,1,1d61a1acb35f443695247b7b673fa09c,MEHUL AGENCIES,162182,856885,91497,PATERTS01A,2021-01-12 11:28:18+00,54.0000,106672
Teneza 20 mg (strip of 10 tablets),Teneza,10,30,1,40eb74ac9d194d12816c5a3b8ef58263,MEHUL AGENCIES,162182,856885,91933,TENEZTS01A,2021-01-12 11:28:18+00,13.1250,121206
Nicip Cold And Flu (strip of 10 tablets),Nicip Cold And Flu,10,30,1,3494dfd17c6a40b6884ea761cf329413,MEHUL AGENCIES,162182,856885,92161,NICIPTS01A,2021-01-12 11:28:18+00,5.8000,Mar 18th Ord 1
Supermet XL 50 mg (strip of 15 tablets),Supermet XL,15,60,1,3fa733c66bd94363a42213c2d5219a77,MEHUL AGENCIES,162182,856885,92175,SUPERTN18A,2021-01-12 11:28:18+00,5.2247,111171
Esomac 40 mg (strip of 15 tablets),Esomac,15,30,1,d2cadb04ae96490cac65a5146f58d620,MEHUL AGENCIES,162182,856885,92307,ESOMATN02A,2021-01-12 11:28:18+00,9.2007,131602
Olmighty 40 mg (strip of 10 tablets),Olmighty,10,30,1,6a9c2112600043c4bf9ae7d311cbee3b,MEHUL AGENCIES,162182,856885,92397,OLMIGTN03A,2021-01-12 11:28:18+00,8.2190,103056
Ondero Met 2.5/500 (strip of 10 tablets),Ondero Met,10,50,1,1d5378e59bbb46be91d0787194a613ac,MEHUL AGENCIES,162182,856885,92461,ONDERTS02A,2021-01-12 11:28:18+00,27.5000,105737
Rosuvas CV 10 mg (strip of 10 tablets),Rosuvas CV,10,30,1,90e7cb8bad8e4a328cdc0d872131d000,MEHUL AGENCIES,162182,856885,92471,ROSUVTN10A,2021-01-12 11:28:18+00,14.0000,ROSUVAS CV 10MG TAB
Deplatt A 75 mg (strip of 15 tablets),Deplatt A,15,45,1,0cb6acda4f9e4e58af296e2257fb79ef,MEHUL AGENCIES,162182,856885,92620,DEPLATN08A,2021-01-12 11:28:18+00,4.9033,119320
Powergin (strip of 10 tablets),Powergin,10,10,1,da77c98a97c04b988e92da447c7cdbe2,MEHUL AGENCIES,162182,856885,92956,POWERTS15A,2021-01-12 11:28:18+00,4.5000,tempcode-11-1-2021_5
Dilzem 30 mg (strip of 15 tablets),Dilzem,15,45,1,a8447562f6e643539c2a3bad2ba4249f,MEHUL AGENCIES,162182,856885,93451,DILZETN01A,2021-01-12 11:28:18+00,2.6700,119350
Oleanz 10 mg (strip of 10 tablets),Oleanz,10,50,1,68fb624a1c65499d8ad0ee98c45fd8f4,MEHUL AGENCIES,162182,856885,93475,OLEANTN01A,2021-01-12 11:28:18+00,8.0000,138404
Lipicure 10 mg (bottle of 30 tablets),Lipicure,30,180,1,105caea6dd3b497ca61083d0849a21ff,MEHUL AGENCIES,162182,856885,93732,LIPICTB01A,2021-01-12 11:28:18+00,6.1263,123116
Glimisave 2 mg (strip of 15 tablets),Glimisave,15,30,1,337511991c60428aa40103cf854378f7,MEHUL AGENCIES,162182,856885,93788,GLIMITN31A,2021-01-12 11:28:18+00,6.3600,117125
Sartel LN (strip of 10 tablets),Sartel LN,10,10,1,b0364bf4ce43413ab2bd0b905833d687,MEHUL AGENCIES,162182,856885,93937,SARTETN11A,2021-01-12 11:28:18+00,12.3000,122409
Cetaphil Cleansing & Moisturizing 75 gm (packet of 1 soap),Cetaphil Cleansing & Moisturizing,1,6,1,c082d9f9252249ec94f4ccb4d584c2e5,MEHUL AGENCIES,162182,856885,94192,CETAPSN01A,2021-01-12 11:28:18+00,195.0000,136102
Methycobal 500 mcg (strip of 15 tablets),Methycobal,15,60,1,e2d49307ee714906bc0d2a014f710109,MEHUL AGENCIES,162182,856885,94496,METHYTN03A,2021-01-12 11:28:18+00,8.1200,110712
Dermadew 100 ml (box of 1 face wash),Dermadew 100 ml,1,2,1,643e10553541472393261abfaa8ccbbe,MEHUL AGENCIES,162182,856885,94554,DERMACN06A,2021-01-12 11:28:18+00,209.0000,144147
Glucoryl M 1 mg (strip of 15 tablets),Glucoryl M,15,15,1,c1c80f7987674ec287208d3475a804b7,MEHUL AGENCIES,162182,856885,94710,GLUCOTN72A,2021-01-12 11:28:18+00,9.6667,101862
Looz 200 ml syrup,Looz,1,2,1,53364738443b4da0829a7220edac58b7,MEHUL AGENCIES,162182,856885,94711,LOOZZLN01A,2021-01-12 11:28:18+00,228.9000,122282
LN Beta 2.5 mg (strip of 10 tablets),LN Beta,10,30,1,0f6fea2b0dbf46ac839468355d6f850e,MEHUL AGENCIES,162182,856885,94842,LNBETTN01A,2021-01-12 11:28:18+00,12.6440,tempcode-11-1-2021_22
Absorbent Cotton Wool I.P (Roll) 225 gm,Absorbent Cotton Wool I.P (Roll),1,2,1,c471deebb23d4ba098cc6d655f87fda1,MEHUL AGENCIES,162182,856885,97326,ABSORCP13A,2021-01-12 11:28:18+00,110.0000,Mar 18th Ord 504
Azildac 40 mg (strip of 10 tablets),Azildac,10,10,1,8a0a9f19b8d54833bbddc88a25cc3f0d,MEHUL AGENCIES,162182,856885,98390,AZILDTS01A,2021-01-12 11:28:18+00,7.9700,106509
Inderal 40 mg (strip of 15 tablets),Inderal,15,195,1,053a9474876d4fa69d549cf39670d2f4,MEHUL AGENCIES,162182,856885,98517,INDERTN02A,2021-01-12 11:28:18+00,3.0753,111575
Rozat 10 mg (strip of 14 tablets),Rozat,14,42,1,e2d83f4d7bde45668d427208be9792d6,MEHUL AGENCIES,162182,856885,98908,ROZATTN01A,2021-01-12 11:28:18+00,11.0000,113029
Becoplex (strip of 15 capsules),Becoplex,15,75,1,fbdf8a68c876418fac564e2d9d4e11d6,MEHUL AGENCIES,162182,856885,101043,BECOPCS02A,2021-01-12 11:28:18+00,3.0000,tempcode-11-1-2021_9
Shelcal XT (strip of 15 tablets),Shelcal XT,15,90,1,fcd78b42c8a24192a531cf303c26ffa7,MEHUL AGENCIES,162182,856885,101714,SHELCTS02A,2021-01-12 11:28:18+00,20.8080,119895
Propynate NF 20 gm cream,Propynate NF,1,1,1,08189a8c79ef40699577e4e2fc83ae29,MEHUL AGENCIES,162182,856885,103078,PROPYCN14A,2021-01-12 11:28:18+00,139.0000,144148
Cyblex MV 80.3 mg (strip of 15 tablets),Cyblex MV,15,15,1,01037221fdf34319b704deb68324a317,MEHUL AGENCIES,162182,856885,103345,CYBLETN14A,2021-01-12 11:28:18+00,14.7113,117320
Follihair (bottle of 30 tablets),Follihair,30,30,1,829ac96c604d4f8caebea74ba17906af,MEHUL AGENCIES,162182,856885,103372,FOLLITS02A,2021-01-12 11:28:18+00,19.4333,111073
Levera 500 mg (strip of 15 tablets),Levera,15,30,1,ae1d5011c9c7420baf4f0b74266cc65e,MEHUL AGENCIES,162182,856885,103453,LEVERTN04A,2021-01-12 11:28:18+00,13.2047,122151
Triclenz Hair Cleanser 250 ml liquid,Triclenz Hair Cleanser,1,1,1,fbd2818496924605854c9d1505271115,MEHUL AGENCIES,162182,856885,104851,TRICLSB02A,2021-01-12 11:28:18+00,450.0000,127019
Azmarda 100 mg (strip of 14 tablets),Azmarda,14,70,1,81fcd4724c1644e8b24f7993fda8fbf2,MEHUL AGENCIES,162182,856885,104931,AZMARTS01A,2021-01-12 11:28:18+00,83.5036,123268
Ondem 4 mg (strip of 10 tablets),Ondem 4 mg,10,10,1,e0b87d54bca54e70bcaaf9aac8a41da3,MEHUL AGENCIES,162182,856885,104955,ONDEMTN02A,2021-01-12 11:28:18+00,5.2330,132158
Mx 10% solution,Mx 10%,1,1,1,ff8c31bad7db476dbfae644b79dfb39d,MEHUL AGENCIES,162182,856885,105060,MX10TSN01A,2021-01-12 11:28:18+00,874.0000,144130
Clohex ADS 200 ml (box of 1 mouth wash),Clohex ADS,1,1,1,438ce99541e642f58c4fe83426372225,MEHUL AGENCIES,162182,856885,105129,CLOHEMB01A,2021-01-12 11:28:18+00,179.7500,113466
Pankreoflat (strip of 15 tablets),Pankreoflat ,15,30,1,897edcb1d074476dbe09d26ba22cc0b9,MEHUL AGENCIES,162182,856885,107470,PANKRTN01A,2021-01-12 11:28:18+00,13.5693,111566
Advent Forte 457 syrup,Advent Forte 457,1,1,1,ac93a49a531f4085a0f65bb73693af1a,MEHUL AGENCIES,162182,856885,107492,ADVENDN03A,2021-01-12 11:28:18+00,160.1200,tempcode_30-11-2020_03
Glador M 2 mg (strip of 15 tablets),Glador M,15,45,1,ba9864e13389407ab3bd4461eb5a73a3,MEHUL AGENCIES,162182,856885,108193,GLADOTN06A,2021-01-12 11:28:18+00,13.1567,105669
Dronis 30 mcg (strip of 21 tablets),Dronis,21,21,1,4be5eeaa42954c1ba649e52c8b9221aa,MEHUL AGENCIES,162182,856885,111026,DRONITN02A,2021-01-12 11:28:18+00,23.3333,138290
Amlong A (strip of 15 tablets),Amlong A,15,90,1,a9fca54e86a34785933ce3286ebe62e2,MEHUL AGENCIES,162182,856885,115106,AMLONTN08A,2021-01-12 11:28:18+00,8.1333,101308
Zyncet 10 mg (strip of 10 tablets),Zyncet,10,40,1,97f18f8c892144cda49b7ca1d49f1c71,MEHUL AGENCIES,162182,856885,117885,ZYNCETN01A,2021-01-12 11:28:18+00,1.8350,121371
Udiliv 150 mg (strip of 15 tablets),Udiliv,15,60,1,3e311c1a57f440faa2c0c1c0cc86680e,MEHUL AGENCIES,162182,856885,121704,UDILITN01A,2021-01-12 11:28:18+00,21.8180,102206
Alex Sugar Free Losenges (strip of 10 tablets),Alex Sugar Free Losenges,10,20,1,122b8a13534246b0ba7e55e1f873e8e5,MEHUL AGENCIES,162182,856885,123208,ALEXZCN01A,2021-01-12 11:28:18+00,9.7500,tempcode_14-09-2020_63
Forcan 150 Mg (strip of 1 tablet),Forcan 150 Mg,1,21,1,320d9bee2090414ba5ddbff9c3fa3297,MEHUL AGENCIES,162182,856885,124858,FORCACN01A,2021-01-12 11:28:18+00,13.2200,131712
Salbair-I Neb Transpules 0.63 ml (box of 5 respules),Salbair-I Neb Transpules,5,25,1,26cb8941618f4e47be5227f780701d40,MEHUL AGENCIES,162182,856885,126676,SALBATK01A,2021-01-12 11:28:18+00,11.5000,tempcode_14-09-2020_40
Dytor Plus 20 mg (strip of 15 tablets),Dytor Plus,15,15,1,c7f3c54caa8443a69e1d4ff7fd00627e,MEHUL AGENCIES,162182,856885,136745,DYTORTS09A,2021-01-12 11:28:18+00,6.4127,131486
Flutibact (box of 1 ointment),Flutibact,1,3,1,b579178062f7484f819e3a03a6b7658d,MEHUL AGENCIES,162182,856885,136856,FLUTIOT02A,2021-01-12 11:28:18+00,195.2500,139185
Dytor Plus 5 mg (strip of 15 tablets),Dytor Plus,15,30,1,dad6d589c439464c9d85d8a2b53a19a3,MEHUL AGENCIES,162182,856885,140401,DYTORTS05A,2021-01-12 11:28:18+00,4.3560,131487
Ramistar 5 mg (strip of 15 tablets),Ramistar,15,60,1,246926fbfb1649258d094e8bba6fbe23,MEHUL AGENCIES,162182,856885,143272,RAMISTS06A,2021-01-12 11:28:18+00,8.7067,105182
Ramistar 1.25 mg (strip of 15 tablets),Ramistar,15,30,1,34b12a5a0923488db0b686566dc78140,MEHUL AGENCIES,162182,856885,143716,RAMISTS07A,2021-01-12 11:28:18+00,5.6200,105180
Xylomist (box of 1 nasal drops),Xylomist,1,2,1,01feb59d48d340a98d4c32f8a7b4b63e,MEHUL AGENCIES,162182,856885,143819,XYLOMNN02A,2021-01-12 11:28:18+00,58.0600,106572
Nu Eye Tab (strip of 15 tablets),Nu Eye Tab,15,15,1,8571ba5e25094db2b939e05ab54868c0,MEHUL AGENCIES,162182,856885,146539,NUEYETS01A,2021-01-12 11:28:18+00,17.1333,123082
Foracort 400 (box of 30 rotacaps),Foracort,30,60,1,24e527bac8c443bb97af457bb88d006e,MEHUL AGENCIES,162182,856885,146635,FORACRN03A,2021-01-12 11:28:18+00,7.1887,131302
Montek Fx (strip of 10 tablets),Montek Fx,10,60,1,93105af47b7c426796e9f888c6e04275,MEHUL AGENCIES,162182,856885,146976,MONTETS43A,2021-01-12 11:28:18+00,17.0000,138146
Itaspor 200 mg (strip of 7 capsules),Itaspor,7,14,1,26996618fd564ddaa5c82db899047741,MEHUL AGENCIES,162182,856885,147000,ITASPCS04A,2021-01-12 11:28:18+00,24.0000,tempcode_23-11-2020_01
Cutisoft 15 gm cream,Cutisoft,1,1,1,9d5599f3fc9b45b3b0976edf8cddd4d6,MEHUL AGENCIES,162182,856885,147429,CUTISCT02A,2021-01-12 11:28:18+00,133.9000,133134
Himalaya Brahmi (bottle of 60 tablets),Himalaya Brahmi,60,300,1,b5930afba09a4c7da0173e5decc0a45b,MEHUL AGENCIES,162182,856885,147785,BRAHMCB01A,2021-01-12 11:28:18+00,2.7500,tempcode-11-1-2021_13
Telpres 40mg (strip of 15 tablets),Telpres,15,45,1,398dc8ee40074a51a49c190258c1a9ea,MEHUL AGENCIES,162182,856885,148005,TELPRTS07A,2021-01-12 11:28:18+00,7.3573,111048
Epilex Chrono 500 mg (strip of 15 tablets),Epilex Chrono,15,30,1,e2d919894ccb409188e822f7d78aafba,MEHUL AGENCIES,162182,856885,148314,EPILETN14A,2021-01-12 11:28:18+00,10.8860,102150
Niftas 100mg (strip of 10 tablets),Niftas,10,30,1,f2afb483e86a4789977f471af263e76a,MEHUL AGENCIES,162182,856885,148988,NIFTATN01A,2021-01-12 11:28:18+00,12.3000,122247
Crocin Advance Tablet 500MG (strip of 15 tablets),Crocin Advance Tablet,15,15,1,d666e5c93f18475d8ee0be962427bb0b,MEHUL AGENCIES,162182,856885,149569,CROCITS02A,2021-01-12 11:28:18+00,1.0187,118149
Dermadew Baby 80GM cream,Dermadew Baby,1,1,1,aa565381de10456fa1082fc9d9c20002,MEHUL AGENCIES,162182,856885,151145,DERMACT12A,2021-01-12 11:28:18+00,170.0000,143236
